user_id,q0,q1,q2,q3,q4,q5,q6,q7,q8,q9
777,45,0,0,6,2,0,0,0,1,1
666,11,0,0,0,0,0,0,0,1,2
669,22,0,0,0,0,0,0,0,1,0
669,7,0,0,0,0,0,0,0,0,1
669,22,0,0,0,0,0,0,0,1,2
669,22,0,0,0,1,1,1,1,0,0
669,22,0,0,0,0,0,1,0,1,1
669,22,0,0,0,0,1,0,0,1,2
7774,22,0,0,0,0,0,0,0,1,2
